Symbol	LogFC	Type
ENSG00000060138	0.82158627	Gene
ENSG00000163374	0.374520756	Gene
ENSG00000257315	1.066728298	Gene
ENSG00000204366	0.713424424	Gene
ENSG00000109906	0.465077233	Gene
ENSG00000184677	0.394667407	Gene
ENSG00000114853	0.60022422	Gene
ENSG00000160685	0.875928218	Gene
ENSG00000273274	0.515031311	Gene
ENSG00000014164	1.072351299	Gene
ENSG00000130749	0.778394883	Gene
ENSG00000100403	0.547186289	Gene
ENSG00000105939	0.792103073	Gene
ENSG00000140948	0.500830381	Gene
ENSG00000165424	0.908831383	Gene
ENSG00000033030	0.404477959	Gene
ENSG00000159714	0.85772621	Gene
ENSG00000286094	1.050596855	Gene
ENSG00000206077	0.661217159	Gene
ENSG00000160446	1.283340426	Gene
ENSG00000204160	0.930146708	Gene
ENSG00000174165	0.549474696	Gene
ENSG00000156639	0.661943044	Gene
ENSG00000136367	1.005417888	Gene
ENSG00000140836	0.850915496	Gene
ENSG00000091656	0.640799824	Gene
ENSG00000128016	1.562821898	Gene
ENSG00000185650	1.117127285	Gene
ENSG00000152518	0.746024453	Gene
ENSG00000181638	1.166356606	Gene
ENSG00000179588	0.745825517	Gene
ENSG00000105278	0.808827559	Gene
ENSG00000072121	0.554832327	Gene
ENSG00000197114	1.069705034	Gene
ENSG00000178764	0.839008369	Gene
ENSG00000152977	0.562290907	Gene
ENSG00000043355	0.88308712	Gene
ENSG00000174963	0.93390424	Gene
ENSG00000139800	0.743064326	Gene
ENSG00000100319	0.693457988	Gene
ENSG00000108175	0.596063229	Gene
ENSG00000122515	0.798122363	Gene
ENSG00000115568	0.611475618	Gene
ENSG00000166261	0.403183463	Gene
ENSG00000122386	0.745969632	Gene
ENSG00000171940	0.861398881	Gene
ENSG00000165804	0.808492781	Gene
ENSG00000171606	0.75535808	Gene
ENSG00000158805	0.843964961	Gene
ENSG00000170265	0.711307126	Gene
ENSG00000205903	0.901359181	Gene
ENSG00000166188	0.815623566	Gene
ENSG00000198026	0.702442526	Gene
ENSG00000131061	0.608618218	Gene
ENSG00000251247	0.597366945	Gene
ENSG00000160094	0.473586811	Gene
ENSG00000178175	0.714205888	Gene
ENSG00000187595	1.494664286	Gene
ENSG00000186918	0.813308293	Gene
ENSG00000133250	0.80176702	Gene
ENSG00000102935	0.563581329	Gene
ENSG00000167685	0.793614396	Gene
ENSG00000083838	0.715566953	Gene
ENSG00000225614	1.106905954	Gene
ENSG00000265763	0.675728003	Gene
ENSG00000174586	0.803576566	Gene
ENSG00000103199	0.884426196	Gene
ENSG00000196700	0.645005652	Gene
ENSG00000101493	0.836445554	Gene
ENSG00000197363	0.788797568	Gene
ENSG00000171443	0.79870531	Gene
ENSG00000167625	0.592987542	Gene
ENSG00000178935	0.829087106	Gene
ENSG00000176472	0.635964655	Gene
ENSG00000218891	1.086519264	Gene
ENSG00000171425	0.898530829	Gene
ENSG00000083828	0.566051598	Gene
ENSG00000198466	0.520079352	Gene
ENSG00000269343	0.582653298	Gene
ENSG00000166716	0.634682689	Gene
ENSG00000167962	0.689331768	Gene
ENSG00000153896	0.488566618	Gene
ENSG00000189190	1.105533303	Gene
ENSG00000157657	0.670641668	Gene
ENSG00000197483	1.035810064	Gene
ENSG00000167395	0.7872528	Gene
ENSG00000197497	0.691190234	Gene
ENSG00000143373	0.635368694	Gene
ENSG00000229809	0.754791966	Gene
ENSG00000164011	0.503513603	Gene
ENSG00000171163	0.868037624	Gene
ENSG00000185730	1.031853785	Gene
ENSG00000187792	0.76433654	Gene
ENSG00000167562	0.758408259	Gene
ENSG00000183779	1.217310085	Gene
ENSG00000181135	0.882829294	Gene
ENSG00000197951	0.533163992	Gene
ENSG00000140548	0.86846253	Gene
ENSG00000185252	0.472443865	Gene
ENSG00000181220	0.379694871	Gene
ENSG00000065029	0.602856453	Gene
ENSG00000160336	0.853722857	Gene
ENSG00000169951	0.845789465	Gene
ENSG00000196417	0.766309958	Gene
ENSG00000169957	0.713732262	Gene
ENSG00000204946	0.959255302	Gene
ENSG00000179922	0.708536969	Gene
ENSG00000197162	0.687658922	Gene
ENSG00000198556	0.516604357	Gene
ENSG00000278129	0.531643039	Gene
ENSG00000198346	0.585394077	Gene
ENSG00000204514	0.537614939	Gene
ENSG00000167766	0.619139652	Gene
ENSG00000124203	0.665724883	Gene
ENSG00000223547	0.778456723	Gene
ENSG00000236609	0.702287018	Gene
ENSG00000106479	0.74595977	Gene
ENSG00000261221	0.908681635	Gene
ENSG00000213988	1.001728098	Gene
ENSG00000183579	0.659145754	Gene
ENSG00000182318	0.693662785	Gene
ENSG00000197037	0.392637354	Gene
ENSG00000214655	0.865592416	Gene
ENSG00000185453	0.706631001	Gene
ENSG00000070476	0.72188315	Gene
ENSG00000159840	0.591894575	Gene
ENSG00000074755	0.38340813	Gene
ENSG00000103591	-1.104680531	Gene
ENSG00000149313	-0.775731648	Gene
ENSG00000154263	-0.705224082	Gene
ENSG00000154265	-0.711310065	Gene
ENSG00000140798	-1.489382181	Gene
ENSG00000173208	-1.125794848	Gene
ENSG00000164163	-0.806381805	Gene
ENSG00000144827	-0.806704058	Gene
ENSG00000131969	-0.702706584	Gene
ENSG00000139826	-0.660252115	Gene
ENSG00000138443	-0.61781506	Gene
ENSG00000119328	-0.590667105	Gene
ENSG00000146386	-1.331657928	Gene
ENSG00000165660	-0.666004365	Gene
ENSG00000117054	-0.599413054	Gene
ENSG00000196177	-0.678085842	Gene
ENSG00000075239	-0.594935588	Gene
ENSG00000120437	-1.357413425	Gene
ENSG00000182827	-0.438668353	Gene
ENSG00000112304	-0.616169493	Gene
ENSG00000143727	-0.743934753	Gene
ENSG00000123983	-0.988340864	Gene
ENSG00000068366	-0.967211883	Gene
ENSG00000164398	-0.930738934	Gene
ENSG00000131966	-0.698339588	Gene
ENSG00000138071	-0.772103228	Gene
ENSG00000115091	-0.559811551	Gene
ENSG00000133627	-0.763276342	Gene
ENSG00000075089	-0.735440715	Gene
ENSG00000113812	-0.433614824	Gene
ENSG00000123612	-0.844300743	Gene
ENSG00000121989	-0.766700841	Gene
ENSG00000008277	-0.858034074	Gene
ENSG00000114948	-0.884575867	Gene
ENSG00000197140	-0.508253279	Gene
ENSG00000168615	-0.439413367	Gene
ENSG00000156140	-0.825775093	Gene
ENSG00000189007	-0.662874014	Gene
ENSG00000141433	-0.913994424	Gene
ENSG00000135298	-0.581581698	Gene
ENSG00000117114	-0.737516309	Gene
ENSG00000150471	-0.578738944	Gene
ENSG00000156110	-0.479563142	Gene
ENSG00000181915	-0.475092188	Gene
ENSG00000035687	-0.666477742	Gene
ENSG00000111863	-1.02807641	Gene
ENSG00000141385	-0.511755334	Gene
ENSG00000119844	-0.750600551	Gene
ENSG00000146856	-0.515573412	Gene
ENSG00000186094	-0.548362787	Gene
ENSG00000164252	-0.706538744	Gene
ENSG00000006530	-0.493918705	Gene
ENSG00000162688	-0.676990915	Gene
ENSG00000116771	-0.752087392	Gene
ENSG00000155189	-0.461837053	Gene
ENSG00000018510	-0.458826826	Gene
ENSG00000135049	-0.542258431	Gene
ENSG00000135541	-0.568348036	Gene
ENSG00000156709	-0.40234714	Gene
ENSG00000146416	-0.564253447	Gene
ENSG00000154027	-0.935528714	Gene
ENSG00000085231	-0.908659614	Gene
ENSG00000231824	-1.182907666	Gene
ENSG00000023516	-0.824540392	Gene
ENSG00000179841	-1.389825467	Gene
ENSG00000151320	-0.757093423	Gene
ENSG00000117020	-0.770365527	Gene
ENSG00000166971	-0.376539561	Gene
ENSG00000170017	-0.585228768	Gene
ENSG00000165092	-0.730972656	Gene
ENSG00000137124	-0.607503239	Gene
ENSG00000172339	-0.636880588	Gene
ENSG00000166199	-0.634088189	Gene
ENSG00000137760	-0.777659712	Gene
ENSG00000003393	-0.471795351	Gene
ENSG00000242110	-0.657596843	Gene
ENSG00000181754	-0.423053532	Gene
ENSG00000151743	-0.867887352	Gene
ENSG00000240038	-0.607341119	Gene
ENSG00000153107	-0.414506523	Gene
ENSG00000129055	-0.677020044	Gene
ENSG00000110200	-0.69007826	Gene
ENSG00000053900	-0.435858895	Gene
ENSG00000196510	-0.630576063	Gene
ENSG00000145362	-0.618815151	Gene
ENSG00000106524	-0.928244741	Gene
ENSG00000118454	-0.586382348	Gene
ENSG00000206560	-0.464103862	Gene
ENSG00000235711	-0.790768022	Gene
ENSG00000186106	-0.930369325	Gene
ENSG00000151458	-0.751768582	Gene
ENSG00000134343	-1.18898905	Gene
ENSG00000171714	-0.629844092	Gene
ENSG00000197043	-0.817226082	Gene
ENSG00000138279	-0.428846618	Gene
ENSG00000138660	-1.025870936	Gene
ENSG00000106367	-0.834839744	Gene
ENSG00000182287	-0.69768785	Gene
ENSG00000161203	-0.547127003	Gene
ENSG00000070718	-0.93456313	Gene
ENSG00000177879	-1.219868385	Gene
ENSG00000053770	-0.568324671	Gene
ENSG00000134982	-0.718962353	Gene
ENSG00000166181	-0.627204148	Gene
ENSG00000149089	-0.536680811	Gene
ENSG00000084234	-0.559179562	Gene
ENSG00000184831	-1.000906227	Gene
ENSG00000062725	-0.638318232	Gene
ENSG00000157500	-0.740874142	Gene
ENSG00000103569	-1.037112568	Gene
ENSG00000021776	-0.414418383	Gene
ENSG00000095139	-0.561669392	Gene
ENSG00000119682	-0.34786875	Gene
ENSG00000168374	-0.605951128	Gene
ENSG00000004059	-0.716445492	Gene
ENSG00000165527	-0.41390635	Gene
ENSG00000066777	-0.390003576	Gene
ENSG00000124198	-0.480417083	Gene
ENSG00000081181	-0.868344379	Gene
ENSG00000137727	-0.925202115	Gene
ENSG00000131089	-0.662831731	Gene
ENSG00000032219	-0.479043125	Gene
ENSG00000166233	-0.572032066	Gene
ENSG00000120805	-0.823900391	Gene
ENSG00000152219	-0.82094759	Gene
ENSG00000102931	-0.568041982	Gene
ENSG00000138175	-0.533314202	Gene
ENSG00000122644	-0.928108666	Gene
ENSG00000175906	-0.863143849	Gene
ENSG00000162980	-0.497458795	Gene
ENSG00000165997	-0.631820491	Gene
ENSG00000113966	-1.019722668	Gene
ENSG00000170540	-0.730824977	Gene
ENSG00000144746	-0.712321563	Gene
ENSG00000134108	-1.024077353	Gene
ENSG00000104442	-0.535960781	Gene
ENSG00000170632	-0.530852497	Gene
ENSG00000114098	-0.700718623	Gene
ENSG00000102401	-0.974074555	Gene
ENSG00000125962	-0.873761228	Gene
ENSG00000139971	-0.502160059	Gene
ENSG00000146476	-0.707245485	Gene
ENSG00000029153	-0.636718635	Gene
ENSG00000241685	-0.596810907	Gene
ENSG00000163466	-0.711190672	Gene
ENSG00000111229	-0.639295802	Gene
ENSG00000136950	-0.763777712	Gene
ENSG00000128989	-0.971111067	Gene
ENSG00000172995	-0.75351272	Gene
ENSG00000173409	-0.685556088	Gene
ENSG00000204147	-1.10525976	Gene
ENSG00000111875	-0.524043774	Gene
ENSG00000138381	-0.512986628	Gene
ENSG00000128203	-0.499927654	Gene
ENSG00000138138	-1.040955176	Gene
ENSG00000115966	-0.742621741	Gene
ENSG00000118217	-0.36800755	Gene
ENSG00000145782	-0.420558315	Gene
ENSG00000085978	-0.423371122	Gene
ENSG00000066739	-0.566230838	Gene
ENSG00000057663	-0.748996244	Gene
ENSG00000198513	-0.942358041	Gene
ENSG00000119787	-0.52034724	Gene
ENSG00000166454	-0.680420431	Gene
ENSG00000133657	-0.478731412	Gene
ENSG00000163399	-0.74555025	Gene
ENSG00000143153	-1.262440412	Gene
ENSG00000069849	-0.434618203	Gene
ENSG00000174437	-0.531198339	Gene
ENSG00000070961	-1.263481151	Gene
ENSG00000157087	-0.616124547	Gene
ENSG00000017260	-0.617343242	Gene
ENSG00000152234	-0.837084973	Gene
ENSG00000110955	-0.693516832	Gene
ENSG00000165629	-1.045616888	Gene
ENSG00000124172	-0.553236147	Gene
ENSG00000159199	-0.589419597	Gene
ENSG00000154518	-0.789969747	Gene
ENSG00000173915	-1.333782318	Gene
ENSG00000167283	-0.646989134	Gene
ENSG00000156411	-0.83309583	Gene
ENSG00000116459	-0.793043445	Gene
ENSG00000167863	-0.829479607	Gene
ENSG00000182220	-0.835400713	Gene
ENSG00000114573	-1.066417555	Gene
ENSG00000147416	-1.210477209	Gene
ENSG00000155097	-1.224033589	Gene
ENSG00000100554	-0.922083938	Gene
ENSG00000131100	-0.975037924	Gene
ENSG00000250565	-0.550925896	Gene
ENSG00000136888	-0.635969327	Gene
ENSG00000047249	-0.582281437	Gene
ENSG00000132932	-0.673375901	Gene
ENSG00000123472	-0.453810317	Gene
ENSG00000175054	-0.617897971	Gene
ENSG00000088812	-0.581524756	Gene
ENSG00000107518	-0.949818179	Gene
ENSG00000085224	-0.454596502	Gene
ENSG00000130638	-0.535485404	Gene
ENSG00000148090	-0.579995701	Gene
ENSG00000127423	-0.790409176	Gene
ENSG00000105778	-0.444739169	Gene
ENSG00000163512	-0.577845322	Gene
ENSG00000155096	-0.952507031	Gene
ENSG00000169255	-0.703582142	Gene
ENSG00000172318	-0.551595735	Gene
ENSG00000162630	-1.349081551	Gene
ENSG00000187676	-0.4772669	Gene
ENSG00000170340	-0.844750796	Gene
ENSG00000118276	-1.029399917	Gene
ENSG00000136881	-1.463713235	Gene
ENSG00000156735	-0.894437578	Gene
ENSG00000166170	-0.555056397	Gene
ENSG00000119636	-0.599987219	Gene
ENSG00000179941	-0.630740507	Gene
ENSG00000181004	-0.569536411	Gene
ENSG00000138686	-1.062891882	Gene
ENSG00000116752	-1.125991233	Gene
ENSG00000060982	-1.088985083	Gene
ENSG00000119866	-0.489626941	Gene
ENSG00000029363	-0.717295731	Gene
ENSG00000176697	-2.105245966	Gene
ENSG00000126581	-0.515007974	Gene
ENSG00000162373	-0.663066884	Gene
ENSG00000151917	-1.073709213	Gene
ENSG00000133169	-1.195518524	Gene
ENSG00000133134	-1.298690684	Gene
ENSG00000166681	-0.784092953	Gene
ENSG00000102409	-1.059801863	Gene
ENSG00000184515	-1.271536848	Gene
ENSG00000145692	-0.848270704	Gene
ENSG00000110330	-0.459651291	Gene
ENSG00000196072	-0.84845596	Gene
ENSG00000104164	-0.889511565	Gene
ENSG00000106605	-0.671868248	Gene
ENSG00000166780	-0.606389659	Gene
ENSG00000164619	-0.639146807	Gene
ENSG00000204217	-0.770258543	Gene
ENSG00000176171	-0.48710436	Gene
ENSG00000104765	-0.850754207	Gene
ENSG00000166275	-0.498676711	Gene
ENSG00000172331	-0.74595577	Gene
ENSG00000157764	-0.708470087	Gene
ENSG00000089234	-0.469345105	Gene
ENSG00000078725	-0.596742683	Gene
ENSG00000113460	-0.67878354	Gene
ENSG00000254999	-0.620787523	Gene
ENSG00000100916	-0.669930182	Gene
ENSG00000064726	-0.606519042	Gene
ENSG00000148925	-0.913627755	Gene
ENSG00000134717	-0.831062263	Gene
ENSG00000166167	-0.627048287	Gene
ENSG00000106245	-0.59110792	Gene
ENSG00000082153	-0.751580162	Gene
ENSG00000136261	-0.692122562	Gene
ENSG00000119965	-0.53403914	Gene
ENSG00000110696	-0.419888462	Gene
ENSG00000166352	-0.653607626	Gene
ENSG00000185742	-0.793441197	Gene
ENSG00000133641	-0.560448862	Gene
ENSG00000047621	-0.7515663	Gene
ENSG00000179933	-0.57295069	Gene
ENSG00000189227	-0.909277796	Gene
ENSG00000261652	-0.914834814	Gene
ENSG00000155330	-0.852182871	Gene
ENSG00000108666	-0.730297279	Gene
ENSG00000141428	-0.732445007	Gene
ENSG00000152242	-0.610267291	Gene
ENSG00000197223	-0.653301392	Gene
ENSG00000171155	-0.653969515	Gene
ENSG00000162817	-0.681515917	Gene
ENSG00000142686	-0.679256293	Gene
ENSG00000162642	-0.635867543	Gene
ENSG00000108561	-1.015985916	Gene
ENSG00000165985	-0.985925232	Gene
ENSG00000163145	-0.749080988	Gene
ENSG00000111731	-0.70509723	Gene
ENSG00000273045	-0.710312776	Gene
ENSG00000135974	-0.477683516	Gene
ENSG00000150873	-0.657125384	Gene
ENSG00000178074	-0.841584811	Gene
ENSG00000188674	-0.884805132	Gene
ENSG00000114405	-0.941767606	Gene
ENSG00000179021	-0.473160931	Gene
ENSG00000180044	-0.694600432	Gene
ENSG00000151470	-0.850162397	Gene
ENSG00000248713	-0.940561698	Gene
ENSG00000113583	-0.499643474	Gene
ENSG00000082213	-0.83677542	Gene
ENSG00000181751	-0.376604361	Gene
ENSG00000172244	-1.157818219	Gene
ENSG00000185127	-0.457637744	Gene
ENSG00000197261	-0.962323003	Gene
ENSG00000165084	-0.707757322	Gene
ENSG00000147894	-0.591159767	Gene
ENSG00000136819	-0.523029353	Gene
ENSG00000154975	-1.189157696	Gene
ENSG00000063180	-0.419309818	Gene
ENSG00000135932	-0.677443969	Gene
ENSG00000102547	-0.56312467	Gene
ENSG00000183346	-1.034793983	Gene
ENSG00000153956	-0.994420246	Gene
ENSG00000182389	-1.031951344	Gene
ENSG00000166862	-0.57817239	Gene
ENSG00000006116	-0.834621754	Gene
ENSG00000151893	-0.401584063	Gene
ENSG00000116161	-0.788561623	Gene
ENSG00000175161	-1.021703492	Gene
ENSG00000163618	-0.700852298	Gene
ENSG00000081803	-0.767861853	Gene
ENSG00000198668	-0.860721878	Gene
ENSG00000143933	-0.950083542	Gene
ENSG00000128595	-0.590157536	Gene
ENSG00000145349	-0.733376149	Gene
ENSG00000148660	-0.429349303	Gene
ENSG00000162545	-0.594843794	Gene
ENSG00000152495	-1.218855559	Gene
ENSG00000110931	-0.450753257	Gene
ENSG00000164615	-0.637583391	Gene
ENSG00000118200	-0.772951955	Gene
ENSG00000171735	-0.652025792	Gene
ENSG00000111530	-0.680729182	Gene
ENSG00000131236	-0.496005588	Gene
ENSG00000112186	-0.999608706	Gene
ENSG00000135387	-0.466019758	Gene
ENSG00000180881	-0.454764844	Gene
ENSG00000198898	-0.857348364	Gene
ENSG00000156017	-0.639185518	Gene
ENSG00000127995	-0.908229949	Gene
ENSG00000147044	-0.418612859	Gene
ENSG00000143318	-0.790060101	Gene
ENSG00000105879	-0.51046338	Gene
ENSG00000102924	-0.883060085	Gene
ENSG00000054803	-0.78778165	Gene
ENSG00000172785	-0.664210324	Gene
ENSG00000136682	-0.671478545	Gene
ENSG00000108468	-0.500041739	Gene
ENSG00000122565	-0.550402964	Gene
ENSG00000094916	-0.410245583	Gene
ENSG00000168491	-0.934247018	Gene
ENSG00000164221	-0.481606017	Gene
ENSG00000103021	-0.652888062	Gene
ENSG00000175455	-0.470286703	Gene
ENSG00000242715	-0.885227677	Gene
ENSG00000117477	-0.671187487	Gene
ENSG00000177875	-0.901583975	Gene
ENSG00000165813	-0.72384995	Gene
ENSG00000147419	-0.970036657	Gene
ENSG00000180329	-0.851963587	Gene
ENSG00000108588	-0.535646373	Gene
ENSG00000160124	-0.594871446	Gene
ENSG00000108091	-0.536758603	Gene
ENSG00000166510	-0.541639496	Gene
ENSG00000123106	-0.761042177	Gene
ENSG00000187094	-1.243671619	Gene
ENSG00000136999	-0.695091727	Gene
ENSG00000112237	-0.66079465	Gene
ENSG00000118971	-0.789179631	Gene
ENSG00000105173	-0.63903251	Gene
ENSG00000138764	-0.548293493	Gene
ENSG00000129315	-0.338785137	Gene
ENSG00000082258	-0.428453236	Gene
ENSG00000260916	-0.538954697	Gene
ENSG00000154429	-0.638862081	Gene
ENSG00000184305	-0.560159838	Gene
ENSG00000107771	-0.678288854	Gene
ENSG00000166226	-0.678233381	Gene
ENSG00000115484	-0.485145381	Gene
ENSG00000150753	-0.742741359	Gene
ENSG00000146731	-0.551115537	Gene
ENSG00000091972	-0.932754716	Gene
ENSG00000272398	-0.77500034	Gene
ENSG00000135218	-0.825317025	Gene
ENSG00000196776	-0.81888599	Gene
ENSG00000102543	-0.524438958	Gene
ENSG00000151465	-0.828330617	Gene
ENSG00000004897	-0.921056974	Gene
ENSG00000106993	-0.917897525	Gene
ENSG00000168438	-1.108033397	Gene
ENSG00000070831	-0.513568476	Gene
ENSG00000158985	-0.865928443	Gene
ENSG00000096401	-0.533782352	Gene
ENSG00000097046	-0.963402192	Gene
ENSG00000040731	-0.802057266	Gene
ENSG00000140937	-0.370720827	Gene
ENSG00000154162	-1.06595671	Gene
ENSG00000140945	-0.640884377	Gene
ENSG00000145526	-0.665217043	Gene
ENSG00000170558	-0.429584126	Gene
ENSG00000113361	-0.684947349	Gene
ENSG00000081138	-0.99624481	Gene
ENSG00000150394	-0.95745091	Gene
ENSG00000113100	-1.088347156	Gene
ENSG00000058091	-1.091944828	Gene
ENSG00000059758	-0.650591461	Gene
ENSG00000164885	-0.74110208	Gene
ENSG00000134058	-0.830897778	Gene
ENSG00000132964	-0.42097905	Gene
ENSG00000138769	-0.768316787	Gene
ENSG00000008086	-0.823710353	Gene
ENSG00000237190	-0.746393993	Gene
ENSG00000100526	-0.89324842	Gene
ENSG00000163624	-0.704332213	Gene
ENSG00000101290	-0.384091635	Gene
ENSG00000115816	-0.44671135	Gene
ENSG00000048740	-0.614110754	Gene
ENSG00000117724	-0.761816603	Gene
ENSG00000166451	-0.600094107	Gene
ENSG00000143702	-0.445255768	Gene
ENSG00000174007	-0.834012822	Gene
ENSG00000166037	-0.461881896	Gene
ENSG00000183137	-0.426783071	Gene
ENSG00000172292	-0.978857971	Gene
ENSG00000113163	-0.578006237	Gene
ENSG00000147400	-0.763028342	Gene
ENSG00000070761	-0.812280184	Gene
ENSG00000163075	-0.618704271	Gene
ENSG00000163001	-1.01929294	Gene
ENSG00000243710	-0.621955902	Gene
ENSG00000164323	-0.500580672	Gene
ENSG00000163320	-0.60096663	Gene
ENSG00000106153	-0.618366304	Gene
ENSG00000106554	-0.465251408	Gene
ENSG00000163528	-0.803543825	Gene
ENSG00000170791	-0.826955913	Gene
ENSG00000089199	-1.060005983	Gene
ENSG00000204116	-1.162231182	Gene
ENSG00000134121	-1.108761168	Gene
ENSG00000188419	-0.736848426	Gene
ENSG00000203668	-0.884053267	Gene
ENSG00000255112	-0.757165223	Gene
ENSG00000130724	-0.522898907	Gene
ENSG00000083937	-0.846769929	Gene
ENSG00000115561	-0.615353982	Gene
ENSG00000101421	-0.353278223	Gene
ENSG00000086065	-0.864523331	Gene
ENSG00000128656	-1.233806949	Gene
ENSG00000187446	-0.597526248	Gene
ENSG00000181072	-0.818391881	Gene
ENSG00000133019	-0.823735141	Gene
ENSG00000198108	-0.717119228	Gene
ENSG00000138433	-0.566420709	Gene
ENSG00000122873	-0.9525649	Gene
ENSG00000145354	-1.13513677	Gene
ENSG00000164442	-0.551628589	Gene
ENSG00000136108	-0.648041614	Gene
ENSG00000175216	-0.673250278	Gene
ENSG00000223572	-0.877347324	Gene
ENSG00000237289	-0.794242337	Gene
ENSG00000163539	-0.514307704	Gene
ENSG00000109572	-0.700044877	Gene
ENSG00000073464	-0.762337561	Gene
ENSG00000171365	-0.538363468	Gene
ENSG00000153132	-0.963740544	Gene
ENSG00000113282	-0.515108748	Gene
ENSG00000113240	-0.392956618	Gene
ENSG00000166250	-1.028318944	Gene
ENSG00000134852	-0.786865512	Gene
ENSG00000158258	-0.97050664	Gene
ENSG00000122705	-0.558939049	Gene
ENSG00000141367	-0.899166338	Gene
ENSG00000146352	-0.80584321	Gene
ENSG00000111726	-1.22115381	Gene
ENSG00000103121	-0.469984992	Gene
ENSG00000162368	-0.728005187	Gene
ENSG00000184220	-0.659384716	Gene
ENSG00000169714	-0.734761522	Gene
ENSG00000100528	-0.479590378	Gene
ENSG00000143786	-0.512900113	Gene
ENSG00000149970	-0.822086531	Gene
ENSG00000198791	-1.015033072	Gene
ENSG00000118432	-0.752686253	Gene
ENSG00000119865	-0.753567596	Gene
ENSG00000162852	-0.750523402	Gene
ENSG00000018236	-0.896811704	Gene
ENSG00000144619	-0.832290763	Gene
ENSG00000149972	-0.897652913	Gene
ENSG00000134115	-1.440592555	Gene
ENSG00000174469	-0.739453827	Gene
ENSG00000168275	-0.749744083	Gene
ENSG00000162377	-0.808857138	Gene
ENSG00000133103	-0.582969596	Gene
ENSG00000121058	-0.651555065	Gene
ENSG00000123500	-0.784668198	Gene
ENSG00000082293	-1.028128109	Gene
ENSG00000171502	-0.705298961	Gene
ENSG00000188517	-0.838851111	Gene
ENSG00000184374	-0.757991115	Gene
ENSG00000114744	-0.413521273	Gene
ENSG00000188243	-0.644418167	Gene
ENSG00000169019	-0.788245594	Gene
ENSG00000143207	-0.417995037	Gene
ENSG00000184432	-0.600422758	Gene
ENSG00000181789	-0.469956228	Gene
ENSG00000166200	-0.657248185	Gene
ENSG00000141030	-1.015225177	Gene
ENSG00000138663	-0.809633024	Gene
ENSG00000168090	-0.465551957	Gene
ENSG00000198612	-0.71602327	Gene
ENSG00000115520	-0.654101758	Gene
ENSG00000132423	-0.792223901	Gene
ENSG00000167186	-0.488077656	Gene
ENSG00000138495	-0.53903664	Gene
ENSG00000163626	-0.438964542	Gene
ENSG00000111775	-0.697820743	Gene
ENSG00000164919	-1.08168824	Gene
ENSG00000161281	-1.242202036	Gene
ENSG00000112695	-1.05494771	Gene
ENSG00000115944	-0.581652894	Gene
ENSG00000131174	-0.664737116	Gene
ENSG00000127184	-0.799814431	Gene
ENSG00000107864	-0.460802773	Gene
ENSG00000145920	-0.600745581	Gene
ENSG00000196353	-0.822004056	Gene
ENSG00000113851	-0.477736175	Gene
ENSG00000118260	-0.433856086	Gene
ENSG00000111269	-0.50158398	Gene
ENSG00000175874	-1.294790162	Gene
ENSG00000147571	-2.235698057	Gene
ENSG00000145708	-1.246066261	Gene
ENSG00000119878	-0.42272575	Gene
ENSG00000214960	-0.585972063	Gene
ENSG00000100122	-1.170890585	Gene
ENSG00000103316	-1.276057434	Gene
ENSG00000116791	-0.662461701	Gene
ENSG00000009307	-0.651389642	Gene
ENSG00000124207	-0.737465428	Gene
ENSG00000164796	-0.549103538	Gene
ENSG00000151292	-0.573091304	Gene
ENSG00000101266	-0.339760954	Gene
ENSG00000114646	-0.617687177	Gene
ENSG00000178662	-1.097128859	Gene
ENSG00000177613	-0.421682532	Gene
ENSG00000176102	-0.408991264	Gene
ENSG00000066032	-0.474565658	Gene
ENSG00000135047	-0.66007668	Gene
ENSG00000259417	-0.40840095	Gene
ENSG00000055130	-0.609108754	Gene
ENSG00000108094	-0.77812227	Gene
ENSG00000036257	-0.743886697	Gene
ENSG00000158290	-0.659686659	Gene
ENSG00000166266	-0.716272344	Gene
ENSG00000112514	-0.444244487	Gene
ENSG00000150316	-0.442293008	Gene
ENSG00000163510	-0.502601777	Gene
ENSG00000153015	-0.484673154	Gene
ENSG00000145824	-0.740063014	Gene
ENSG00000018610	-0.560384601	Gene
ENSG00000065615	-0.389341476	Gene
ENSG00000172115	-1.114036029	Gene
ENSG00000083799	-0.403736948	Gene
ENSG00000186377	-0.79418925	Gene
ENSG00000276644	-0.71503203	Gene
ENSG00000115866	-0.494969016	Gene
ENSG00000006634	-0.566271744	Gene
ENSG00000122741	-0.443586087	Gene
ENSG00000164934	-0.536381585	Gene
ENSG00000143164	-0.778855658	Gene
ENSG00000164465	-0.517372388	Gene
ENSG00000057019	-0.509468452	Gene
ENSG00000146038	-0.817916753	Gene
ENSG00000156136	-1.112027061	Gene
ENSG00000133083	-1.134888219	Gene
ENSG00000198924	-0.515008511	Gene
ENSG00000172795	-0.446330625	Gene
ENSG00000132912	-0.415506543	Gene
ENSG00000166847	-0.402387811	Gene
ENSG00000104671	-0.822379628	Gene
ENSG00000043093	-0.45896484	Gene
ENSG00000109184	-0.60665095	Gene
ENSG00000137692	-0.692626178	Gene
ENSG00000100523	-0.447916329	Gene
ENSG00000085788	-0.68753792	Gene
ENSG00000079785	-0.977461786	Gene
ENSG00000178105	-0.587631256	Gene
ENSG00000064703	-0.571427908	Gene
ENSG00000089737	-0.683104246	Gene
ENSG00000109832	-0.522044087	Gene
