Symbol	LogFC	Type
ENSG00000181638	1.142671415	Gene
ENSG00000158480	0.706466567	Gene
ENSG00000127666	1.152281134	Gene
ENSG00000100441	0.709252108	Gene
ENSG00000167100	0.899950421	Gene
ENSG00000167065	0.635071712	Gene
ENSG00000198816	1.544894583	Gene
ENSG00000215041	0.846411338	Gene
ENSG00000169957	0.752968005	Gene
ENSG00000175573	0.976748378	Gene
ENSG00000125971	0.768888154	Gene
ENSG00000007516	1.394938135	Gene
ENSG00000275395	3.327637164	Gene
ENSG00000166272	0.667893545	Gene
ENSG00000168010	0.771883933	Gene
ENSG00000162804	0.990479032	Gene
ENSG00000168071	1.235278346	Gene
ENSG00000163348	0.680921901	Gene
ENSG00000128274	1.94022126	Gene
ENSG00000167632	0.455441887	Gene
ENSG00000175130	0.967265135	Gene
ENSG00000163431	1.028872403	Gene
ENSG00000185818	0.72741857	Gene
ENSG00000188039	1.031753286	Gene
ENSG00000167548	1.126271131	Gene
ENSG00000176533	0.797179717	Gene
ENSG00000151240	0.36235358	Gene
ENSG00000108639	1.485328818	Gene
ENSG00000159792	1.038812874	Gene
ENSG00000261678	0.779369499	Gene
ENSG00000074047	1.358878104	Gene
ENSG00000204323	0.946890379	Gene
ENSG00000176155	0.899321702	Gene
ENSG00000163132	1.028091365	Gene
ENSG00000167523	0.610028675	Gene
ENSG00000176182	1.086047823	Gene
ENSG00000165507	2.714911698	Gene
ENSG00000019144	1.145503482	Gene
ENSG00000183864	1.164736548	Gene
ENSG00000138119	1.248961861	Gene
ENSG00000162341	0.957945232	Gene
ENSG00000181588	1.085909345	Gene
ENSG00000176058	1.387473733	Gene
ENSG00000100036	0.80731371	Gene
ENSG00000167987	0.966055105	Gene
ENSG00000186517	1.335893334	Gene
ENSG00000140548	0.892390594	Gene
ENSG00000162650	1.076278122	Gene
ENSG00000197405	1.356527812	Gene
ENSG00000176994	0.418351147	Gene
ENSG00000163840	0.719924765	Gene
ENSG00000128283	1.8855042	Gene
ENSG00000254470	0.663719677	Gene
ENSG00000171811	0.664902827	Gene
ENSG00000179588	1.284728514	Gene
ENSG00000182704	1.679575383	Gene
ENSG00000119574	1.012742015	Gene
ENSG00000160392	0.735370559	Gene
ENSG00000099338	0.986668775	Gene
ENSG00000128242	1.088624164	Gene
ENSG00000167395	0.85388611	Gene
ENSG00000174804	0.516327553	Gene
ENSG00000275832	1.120499906	Gene
ENSG00000204366	1.046878685	Gene
ENSG00000186567	1.186003947	Gene
ENSG00000108551	0.887532762	Gene
ENSG00000065325	1.524796214	Gene
ENSG00000188486	1.361720092	Gene
ENSG00000100342	1.074914785	Gene
ENSG00000128284	0.749642376	Gene
ENSG00000100336	1.969948792	Gene
ENSG00000174945	0.89724649	Gene
ENSG00000167755	0.51167538	Gene
ENSG00000167895	1.003448891	Gene
ENSG00000004139	0.564551751	Gene
ENSG00000169635	1.064823891	Gene
ENSG00000275342	0.873142044	Gene
ENSG00000171587	0.74835705	Gene
ENSG00000166813	0.664242004	Gene
ENSG00000162522	1.151381188	Gene
ENSG00000177051	1.383037285	Gene
ENSG00000105697	3.543499717	Gene
ENSG00000161021	0.739025723	Gene
ENSG00000185262	1.22968174	Gene
ENSG00000183798	1.414534681	Gene
ENSG00000087086	1.034604019	Gene
ENSG00000241839	0.894279233	Gene
ENSG00000109089	1.23222172	Gene
ENSG00000178175	1.256462635	Gene
ENSG00000175787	0.524060374	Gene
ENSG00000162430	1.313504523	Gene
ENSG00000167178	1.090760591	Gene
ENSG00000197077	0.424960425	Gene
ENSG00000104866	0.721376635	Gene
ENSG00000126003	0.752611198	Gene
ENSG00000170458	1.981012306	Gene
ENSG00000197471	1.221261677	Gene
ENSG00000159228	0.694668241	Gene
ENSG00000243156	0.771322617	Gene
ENSG00000160233	1.633023969	Gene
ENSG00000169564	0.772166524	Gene
ENSG00000073050	0.478951018	Gene
ENSG00000128159	0.965758751	Gene
ENSG00000169992	1.195228567	Gene
ENSG00000177732	0.841716205	Gene
ENSG00000203950	0.929673468	Gene
ENSG00000104714	0.592681933	Gene
ENSG00000075826	1.044778505	Gene
ENSG00000171940	0.524994876	Gene
ENSG00000107099	0.712043938	Gene
ENSG00000168502	0.612190762	Gene
ENSG00000082684	0.630173941	Gene
ENSG00000105122	0.984367108	Gene
ENSG00000141934	0.993651691	Gene
ENSG00000244734	1.025545134	Gene
ENSG00000103888	0.700467292	Gene
ENSG00000163933	0.490647766	Gene
ENSG00000148300	0.531811684	Gene
ENSG00000170653	0.768963652	Gene
ENSG00000242220	1.305845432	Gene
ENSG00000085872	1.240427485	Gene
ENSG00000166833	0.665361732	Gene
ENSG00000095319	0.702119455	Gene
ENSG00000185736	0.914642896	Gene
ENSG00000095066	1.015138862	Gene
ENSG00000126822	1.018971362	Gene
ENSG00000214022	0.962522406	Gene
ENSG00000131653	0.757774331	Gene
ENSG00000170260	0.62447443	Gene
ENSG00000105072	0.688568115	Gene
ENSG00000172037	0.953021108	Gene
ENSG00000198844	0.840278122	Gene
ENSG00000134030	0.645931708	Gene
ENSG00000103264	0.513229927	Gene
ENSG00000107249	0.809184251	Gene
ENSG00000180447	0.766989749	Gene
ENSG00000146592	0.4477172	Gene
ENSG00000184144	1.156016779	Gene
ENSG00000174672	0.656874913	Gene
ENSG00000137693	0.482577942	Gene
ENSG00000184557	3.099785282	Gene
ENSG00000173456	0.67825771	Gene
ENSG00000182511	1.353584562	Gene
ENSG00000105227	1.594336	Gene
ENSG00000196313	0.585338268	Gene
ENSG00000272391	0.595671496	Gene
ENSG00000280071	1.215185046	Gene
ENSG00000092621	0.637653854	Gene
ENSG00000100307	0.949488223	Gene
ENSG00000142149	0.650814246	Gene
ENSG00000143258	0.86811675	Gene
ENSG00000088881	1.029092846	Gene
ENSG00000160888	0.922756279	Gene
ENSG00000107957	0.667153234	Gene
ENSG00000164050	1.279749113	Gene
ENSG00000164850	1.115875683	Gene
ENSG00000105613	0.963759873	Gene
ENSG00000164086	0.869996205	Gene
ENSG00000084652	0.468262835	Gene
ENSG00000080603	1.093404667	Gene
ENSG00000104823	0.543646319	Gene
ENSG00000187954	0.911370038	Gene
ENSG00000070614	0.688555561	Gene
ENSG00000176438	0.977225507	Gene
ENSG00000141569	0.808666152	Gene
ENSG00000087266	1.177672372	Gene
ENSG00000101104	0.666547198	Gene
ENSG00000089847	0.829173114	Gene
ENSG00000187650	1.102342665	Gene
ENSG00000105767	0.617013592	Gene
ENSG00000130402	0.79811158	Gene
ENSG00000197136	1.132497281	Gene
ENSG00000157985	0.575251231	Gene
ENSG00000107438	1.421435781	Gene
ENSG00000141905	1.232293402	Gene
ENSG00000159403	1.517777592	Gene
ENSG00000079308	1.342324821	Gene
ENSG00000149639	0.872406224	Gene
ENSG00000148840	0.670161768	Gene
ENSG00000165424	0.453309847	Gene
ENSG00000167613	1.080975901	Gene
ENSG00000182272	0.912569696	Gene
ENSG00000148357	1.217030494	Gene
ENSG00000213015	0.756198498	Gene
ENSG00000074755	0.386962871	Gene
ENSG00000104529	0.648838029	Gene
ENSG00000152284	0.795749211	Gene
ENSG00000168890	1.724280471	Gene
ENSG00000176381	0.923593015	Gene
ENSG00000186326	1.315135812	Gene
ENSG00000130517	0.582979514	Gene
ENSG00000089775	0.381757443	Gene
ENSG00000164916	1.104723163	Gene
ENSG00000128335	0.599635404	Gene
ENSG00000042445	0.452944294	Gene
ENSG00000115459	0.553663881	Gene
ENSG00000160796	1.500397158	Gene
ENSG00000042493	1.008562575	Gene
ENSG00000188385	1.0756678	Gene
ENSG00000213445	1.338824583	Gene
ENSG00000181513	1.001700305	Gene
ENSG00000070495	0.536243741	Gene
ENSG00000146859	1.012759797	Gene
ENSG00000105723	0.587686367	Gene
ENSG00000129353	0.91883634	Gene
ENSG00000122863	1.123726525	Gene
ENSG00000063176	0.917091033	Gene
ENSG00000117298	0.99714239	Gene
ENSG00000182195	0.476394658	Gene
ENSG00000189114	1.385896614	Gene
ENSG00000123143	1.146307717	Gene
ENSG00000181220	0.528337655	Gene
ENSG00000162591	1.056620654	Gene
ENSG00000092929	2.367337471	Gene
ENSG00000012171	1.191437248	Gene
ENSG00000166002	0.839460271	Gene
ENSG00000005007	0.75857928	Gene
ENSG00000160208	0.633389587	Gene
ENSG00000073150	0.843372464	Gene
ENSG00000158286	0.788846247	Gene
ENSG00000269858	0.960413464	Gene
ENSG00000158869	1.080123872	Gene
ENSG00000107147	1.029899021	Gene
ENSG00000149926	1.288150175	Gene
ENSG00000129159	0.624597421	Gene
ENSG00000095370	0.981670468	Gene
ENSG00000063177	0.720584148	Gene
ENSG00000203747	1.701682636	Gene
ENSG00000184640	0.701573726	Gene
ENSG00000130749	0.687122508	Gene
ENSG00000167114	0.783487107	Gene
ENSG00000160949	1.20831187	Gene
ENSG00000137731	1.351777438	Gene
ENSG00000143226	1.355175628	Gene
ENSG00000171703	0.718087354	Gene
ENSG00000141510	0.949028598	Gene
ENSG00000197599	2.044242159	Gene
ENSG00000185666	0.521122954	Gene
ENSG00000165643	1.39001676	Gene
ENSG00000138835	0.68150016	Gene
ENSG00000131061	1.158750501	Gene
ENSG00000133247	1.173103625	Gene
ENSG00000168884	0.944376763	Gene
ENSG00000184489	1.274587055	Gene
ENSG00000138316	1.268663923	Gene
ENSG00000131591	1.179575462	Gene
ENSG00000126803	0.686667907	Gene
ENSG00000095059	0.953328525	Gene
ENSG00000285589	1.85495623	Gene
ENSG00000132965	1.069138295	Gene
ENSG00000132600	0.466781366	Gene
ENSG00000124570	0.628600773	Gene
ENSG00000099904	1.251074246	Gene
ENSG00000188269	2.758426781	Gene
ENSG00000119943	1.079824548	Gene
ENSG00000184524	0.712987547	Gene
ENSG00000198520	0.942311158	Gene
ENSG00000172824	0.925221571	Gene
ENSG00000198502	3.227422801	Gene
ENSG00000185201	1.747104923	Gene
ENSG00000131408	0.949333299	Gene
ENSG00000143515	0.524938617	Gene
ENSG00000176485	0.494143372	Gene
ENSG00000054690	1.015362691	Gene
ENSG00000161249	1.093093272	Gene
ENSG00000104859	0.865185247	Gene
ENSG00000160214	0.852014318	Gene
ENSG00000204344	0.563425855	Gene
ENSG00000157637	0.848663914	Gene
ENSG00000140948	0.430738173	Gene
ENSG00000064393	0.75423589	Gene
ENSG00000154358	1.13932097	Gene
ENSG00000043355	0.586803577	Gene
ENSG00000171435	0.561348268	Gene
ENSG00000104885	1.167294217	Gene
ENSG00000137337	0.519590065	Gene
ENSG00000141026	0.494446553	Gene
ENSG00000080845	0.659624033	Gene
ENSG00000142046	0.910025076	Gene
ENSG00000131771	0.64856162	Gene
ENSG00000142102	1.424149134	Gene
ENSG00000142235	1.21865637	Gene
ENSG00000176619	0.582387551	Gene
ENSG00000108557	1.370371244	Gene
ENSG00000185436	1.606492379	Gene
ENSG00000172828	1.040933845	Gene
ENSG00000178950	0.617536107	Gene
ENSG00000168016	0.395833717	Gene
ENSG00000130202	0.839015083	Gene
ENSG00000141736	0.915617421	Gene
ENSG00000228696	1.585437622	Gene
ENSG00000185829	1.55066173	Gene
ENSG00000104833	0.865856528	Gene
ENSG00000135390	0.680045652	Gene
ENSG00000159263	1.211656173	Gene
ENSG00000131398	0.746045092	Gene
ENSG00000102882	0.644921498	Gene
ENSG00000106665	0.829209468	Gene
ENSG00000105245	0.752360692	Gene
ENSG00000124493	1.198264874	Gene
ENSG00000178685	1.315278303	Gene
ENSG00000186174	1.389232693	Gene
ENSG00000104852	0.845523688	Gene
ENSG00000050767	1.125978781	Gene
ENSG00000135736	1.187508526	Gene
ENSG00000164761	1.840198707	Gene
ENSG00000100399	1.447748756	Gene
ENSG00000149452	3.303389944	Gene
ENSG00000111642	0.661828807	Gene
ENSG00000254986	0.694792147	Gene
ENSG00000139767	0.578548614	Gene
ENSG00000168487	1.617875478	Gene
ENSG00000124615	0.647815742	Gene
ENSG00000183248	1.402454496	Gene
ENSG00000133048	2.312806549	Gene
ENSG00000182378	0.964508722	Gene
ENSG00000122986	1.337112301	Gene
ENSG00000198888	0.398093587	Gene
ENSG00000162496	0.843060798	Gene
ENSG00000136867	0.556575899	Gene
ENSG00000165138	0.78696838	Gene
ENSG00000137497	0.866438749	Gene
ENSG00000178252	0.742733514	Gene
ENSG00000072121	0.459938316	Gene
ENSG00000166398	0.616059223	Gene
ENSG00000155034	1.022875904	Gene
ENSG00000121716	1.442845664	Gene
ENSG00000109906	1.104121526	Gene
ENSG00000176472	1.17986327	Gene
ENSG00000176834	0.634097389	Gene
ENSG00000144485	1.172058903	Gene
ENSG00000081052	0.715710923	Gene
ENSG00000204592	0.788074188	Gene
ENSG00000196126	1.542797166	Gene
ENSG00000213694	0.965055013	Gene
ENSG00000197283	0.67933703	Gene
ENSG00000163126	1.0966363	Gene
ENSG00000101335	1.003421933	Gene
ENSG00000100147	0.782875455	Gene
ENSG00000101004	0.693920222	Gene
ENSG00000158352	0.644222998	Gene
ENSG00000188687	1.41869168	Gene
ENSG00000115325	1.276194989	Gene
ENSG00000179820	0.584580067	Gene
ENSG00000038532	0.529078838	Gene
ENSG00000128591	1.52355459	Gene
ENSG00000143126	0.85553134	Gene
ENSG00000221986	1.251220072	Gene
ENSG00000143416	0.723918704	Gene
ENSG00000143375	1.096085601	Gene
ENSG00000176444	0.495687891	Gene
ENSG00000167118	0.653730827	Gene
ENSG00000188818	1.097452634	Gene
ENSG00000286094	1.745961507	Gene
ENSG00000206077	0.904185887	Gene
ENSG00000090382	1.261195997	Gene
ENSG00000071626	0.579478118	Gene
ENSG00000049618	0.365762472	Gene
ENSG00000124942	0.54959751	Gene
ENSG00000206172	1.485758661	Gene
ENSG00000188536	1.9294586	Gene
ENSG00000130475	0.872063977	Gene
ENSG00000105656	0.847460544	Gene
ENSG00000144671	0.954942036	Gene
ENSG00000173821	0.498940358	Gene
ENSG00000204278	1.6419371	Gene
ENSG00000129646	1.006128053	Gene
ENSG00000137496	0.906730778	Gene
ENSG00000149257	1.67611224	Gene
ENSG00000182175	1.123418807	Gene
ENSG00000186806	0.756300488	Gene
ENSG00000183888	1.9810078	Gene
ENSG00000143842	0.838745898	Gene
ENSG00000104835	0.991145039	Gene
ENSG00000077044	0.53942415	Gene
ENSG00000163694	1.39256274	Gene
ENSG00000063169	1.417203863	Gene
ENSG00000132274	0.612733228	Gene
ENSG00000104728	0.876244139	Gene
ENSG00000099954	0.501418919	Gene
ENSG00000085644	1.06860386	Gene
ENSG00000168268	1.198746332	Gene
ENSG00000135063	0.759325179	Gene
ENSG00000221869	1.413663319	Gene
ENSG00000149480	0.557712107	Gene
ENSG00000149499	1.201230139	Gene
ENSG00000149541	0.967913118	Gene
ENSG00000089597	0.620805186	Gene
ENSG00000185670	0.799094466	Gene
ENSG00000128309	1.307005929	Gene
ENSG00000100368	1.463934917	Gene
ENSG00000100365	1.329543512	Gene
ENSG00000178764	0.702519387	Gene
ENSG00000235194	0.759614506	Gene
ENSG00000197249	2.712947752	Gene
ENSG00000165555	0.836307946	Gene
ENSG00000109610	1.615741669	Gene
ENSG00000179344	2.026911998	Gene
ENSG00000133250	1.729657414	Gene
ENSG00000161996	1.228635805	Gene
ENSG00000103024	1.168813078	Gene
ENSG00000197774	1.099917487	Gene
ENSG00000180902	1.114076982	Gene
ENSG00000162585	1.048570775	Gene
ENSG00000162413	1.102523765	Gene
ENSG00000214193	1.007887993	Gene
ENSG00000222009	1.237892988	Gene
ENSG00000137070	0.95379926	Gene
ENSG00000120162	0.440797207	Gene
ENSG00000177105	1.193913847	Gene
ENSG00000258839	1.278819956	Gene
ENSG00000103150	0.57314945	Gene
ENSG00000259956	0.507129526	Gene
ENSG00000140853	1.647481304	Gene
ENSG00000166289	1.502990423	Gene
ENSG00000196616	1.704533832	Gene
ENSG00000176531	1.055543554	Gene
ENSG00000143110	0.959269627	Gene
ENSG00000024422	1.510170439	Gene
ENSG00000261221	1.206329169	Gene
ENSG00000042062	1.539141293	Gene
ENSG00000124191	0.950893571	Gene
ENSG00000204103	1.460892812	Gene
ENSG00000078814	0.870269565	Gene
ENSG00000247315	0.576061412	Gene
ENSG00000019485	0.501123999	Gene
ENSG00000115935	0.545584585	Gene
ENSG00000172508	1.414380564	Gene
ENSG00000214140	0.904592689	Gene
ENSG00000188626	0.941756797	Gene
ENSG00000185189	0.826969546	Gene
ENSG00000205978	0.895842427	Gene
ENSG00000198736	1.060446204	Gene
ENSG00000178404	0.968971275	Gene
ENSG00000204655	0.821358112	Gene
ENSG00000185236	0.680483176	Gene
ENSG00000175215	0.807126387	Gene
ENSG00000129932	0.894927495	Gene
ENSG00000187961	1.444466117	Gene
ENSG00000235098	0.710752863	Gene
ENSG00000084628	0.866404066	Gene
ENSG00000225828	0.990364878	Gene
ENSG00000159214	0.943350423	Gene
ENSG00000108604	0.888607608	Gene
ENSG00000184154	0.838634152	Gene
ENSG00000108349	0.395064823	Gene
ENSG00000137103	0.492604737	Gene
ENSG00000249115	1.12476891	Gene
ENSG00000188493	1.216456491	Gene
ENSG00000108963	0.848881236	Gene
ENSG00000092529	1.099489188	Gene
ENSG00000160791	1.609914155	Gene
ENSG00000184634	0.819906518	Gene
ENSG00000220201	1.443445322	Gene
ENSG00000123427	1.025472332	Gene
ENSG00000182310	0.756456884	Gene
ENSG00000211584	0.835809172	Gene
ENSG00000183779	1.310773239	Gene
ENSG00000246922	0.839980201	Gene
ENSG00000063241	1.343377932	Gene
ENSG00000170271	0.516045754	Gene
ENSG00000187479	0.948564765	Gene
ENSG00000161955	0.94241821	Gene
ENSG00000188483	0.836613005	Gene
ENSG00000160410	1.0793132	Gene
ENSG00000198276	1.011822737	Gene
ENSG00000203896	1.830759816	Gene
ENSG00000143127	1.429624268	Gene
ENSG00000240849	0.555905582	Gene
ENSG00000235750	1.302607184	Gene
ENSG00000214688	1.928599197	Gene
ENSG00000178878	0.657309138	Gene
ENSG00000171903	0.861171187	Gene
ENSG00000137507	1.995204917	Gene
ENSG00000103184	1.037696592	Gene
ENSG00000180929	1.041823728	Gene
ENSG00000204388	1.119909543	Gene
ENSG00000077454	0.997439264	Gene
ENSG00000236609	0.506423173	Gene
ENSG00000063127	0.986475643	Gene
ENSG00000026297	1.157563681	Gene
ENSG00000240065	0.788663146	Gene
ENSG00000162493	0.660625057	Gene
ENSG00000225110	0.785989463	Gene
ENSG00000105605	0.928261574	Gene
ENSG00000172663	0.942224273	Gene
ENSG00000084207	0.92398995	Gene
ENSG00000172613	0.832389129	Gene
ENSG00000168970	1.478072196	Gene
ENSG00000093010	0.825016902	Gene
ENSG00000184470	0.749697821	Gene
ENSG00000228486	0.627592577	Gene
ENSG00000253731	0.527896003	Gene
ENSG00000203814	0.731318358	Gene
ENSG00000068831	0.629925141	Gene
ENSG00000133895	0.812769457	Gene
ENSG00000280789	0.812355988	Gene
ENSG00000008300	0.921530409	Gene
ENSG00000135637	0.815523327	Gene
ENSG00000026950	0.486852444	Gene
ENSG00000196421	1.347108132	Gene
ENSG00000179134	1.133866747	Gene
ENSG00000130518	1.323331981	Gene
ENSG00000099308	0.835677917	Gene
ENSG00000227500	1.021247966	Gene
ENSG00000284976	1.05945902	Gene
ENSG00000188566	1.467105987	Gene
ENSG00000261150	1.100732339	Gene
ENSG00000152229	1.04591777	Gene
ENSG00000185359	0.587627408	Gene
ENSG00000213563	1.152218948	Gene
ENSG00000112599	1.191983636	Gene
ENSG00000141469	0.805058681	Gene
ENSG00000148841	1.217009648	Gene
ENSG00000103591	-0.670065459	Gene
ENSG00000149313	-0.788419084	Gene
ENSG00000154265	-0.470278154	Gene
ENSG00000173208	-1.009532889	Gene
ENSG00000117528	-0.551597549	Gene
ENSG00000164163	-0.761551419	Gene
ENSG00000118777	-0.677086009	Gene
ENSG00000144827	-0.750902206	Gene
ENSG00000139826	-0.452130411	Gene
ENSG00000136754	-0.472270533	Gene
ENSG00000146386	-1.026877704	Gene
ENSG00000165660	-0.633554642	Gene
ENSG00000196177	-0.53445997	Gene
ENSG00000120437	-1.175637259	Gene
ENSG00000112304	-0.61382845	Gene
ENSG00000143727	-0.609751746	Gene
ENSG00000123983	-0.65284	Gene
ENSG00000068366	-0.886847709	Gene
ENSG00000164398	-0.614936139	Gene
ENSG00000131966	-0.540156942	Gene
ENSG00000138071	-0.414220719	Gene
ENSG00000115091	-0.703747402	Gene
ENSG00000133627	-0.647382627	Gene
ENSG00000075089	-0.890659942	Gene
ENSG00000113812	-0.373847561	Gene
ENSG00000115170	-0.483897039	Gene
ENSG00000123612	-1.408715918	Gene
ENSG00000121989	-0.754012648	Gene
ENSG00000008277	-0.505675514	Gene
ENSG00000135298	-0.451150249	Gene
ENSG00000173698	-0.955821557	Gene
ENSG00000150471	-0.507702575	Gene
ENSG00000164199	-0.414282448	Gene
ENSG00000197894	-0.515428345	Gene
ENSG00000035687	-0.473011905	Gene
ENSG00000141385	-0.450397951	Gene
ENSG00000119844	-0.509345183	Gene
ENSG00000173744	-0.315998446	Gene
ENSG00000164252	-0.455418766	Gene
ENSG00000162688	-0.63940287	Gene
ENSG00000155189	-0.513869702	Gene
ENSG00000018510	-0.428771664	Gene
ENSG00000135049	-0.61692647	Gene
ENSG00000154027	-0.660363276	Gene
ENSG00000085231	-0.917637688	Gene
ENSG00000140057	-0.646777794	Gene
ENSG00000023516	-0.457773101	Gene
ENSG00000179841	-1.000297194	Gene
ENSG00000151320	-0.564445211	Gene
ENSG00000118507	-0.662442259	Gene
ENSG00000127914	-0.689832198	Gene
ENSG00000174574	-0.418454325	Gene
ENSG00000117020	-0.574218705	Gene
ENSG00000170017	-0.592113677	Gene
ENSG00000165092	-0.573570006	Gene
ENSG00000172339	-0.494401	Gene
ENSG00000166199	-0.569729609	Gene
ENSG00000137760	-0.598620891	Gene
ENSG00000151743	-0.759480015	Gene
ENSG00000243480	-1.154340474	Gene
ENSG00000240038	-0.657040438	Gene
ENSG00000164162	-0.782783175	Gene
ENSG00000129055	-0.572853361	Gene
ENSG00000110200	-0.62660807	Gene
ENSG00000196510	-0.551914908	Gene
ENSG00000145362	-0.439580881	Gene
ENSG00000106524	-0.68117121	Gene
ENSG00000118454	-0.586914231	Gene
ENSG00000172014	-1.306319653	Gene
ENSG00000235711	-1.216702289	Gene
ENSG00000186106	-0.866584842	Gene
ENSG00000151458	-0.558442513	Gene
ENSG00000164512	-0.962069804	Gene
ENSG00000134343	-0.802133012	Gene
ENSG00000171714	-0.422170274	Gene
ENSG00000143401	-0.526080806	Gene
ENSG00000138279	-0.513548428	Gene
ENSG00000138660	-0.96944378	Gene
ENSG00000106367	-0.623026509	Gene
ENSG00000182287	-0.506256171	Gene
ENSG00000070718	-0.592351811	Gene
ENSG00000177879	-0.917105575	Gene
ENSG00000053770	-0.547862991	Gene
ENSG00000134982	-0.938748903	Gene
ENSG00000166181	-0.531002055	Gene
ENSG00000169621	-1.084585124	Gene
ENSG00000184831	-0.637829203	Gene
ENSG00000155008	-0.351639797	Gene
ENSG00000062725	-0.445323779	Gene
ENSG00000095139	-0.387752221	Gene
ENSG00000242247	-0.498092131	Gene
ENSG00000066777	-0.575312652	Gene
ENSG00000081181	-0.749681583	Gene
ENSG00000071205	-0.626958777	Gene
ENSG00000165322	-0.471661143	Gene
ENSG00000137727	-0.452841982	Gene
ENSG00000100852	-0.409096675	Gene
ENSG00000196914	-0.416204226	Gene
ENSG00000032219	-0.738210333	Gene
ENSG00000120805	-0.621330088	Gene
ENSG00000152219	-0.77088421	Gene
ENSG00000102931	-0.401679924	Gene
ENSG00000138175	-0.533981655	Gene
ENSG00000162980	-0.530113848	Gene
ENSG00000113966	-0.827212049	Gene
ENSG00000170540	-0.493975645	Gene
ENSG00000144746	-0.526946565	Gene
ENSG00000134108	-0.599078036	Gene
ENSG00000104442	-0.513720533	Gene
ENSG00000170632	-0.610558516	Gene
ENSG00000114098	-0.556316471	Gene
ENSG00000102401	-0.582858649	Gene
ENSG00000125962	-0.588542429	Gene
ENSG00000146476	-0.668261186	Gene
ENSG00000029153	-0.677086471	Gene
ENSG00000241685	-0.677528592	Gene
ENSG00000163466	-0.641312989	Gene
ENSG00000111229	-0.718303256	Gene
ENSG00000136950	-0.494812048	Gene
ENSG00000128989	-0.646893658	Gene
ENSG00000173409	-0.612229633	Gene
ENSG00000104763	-0.363792853	Gene
ENSG00000112249	-0.449154507	Gene
ENSG00000111875	-0.562893919	Gene
ENSG00000116539	-0.33122466	Gene
ENSG00000138381	-0.642336239	Gene
ENSG00000138138	-0.759590906	Gene
ENSG00000107669	-0.378136601	Gene
ENSG00000115966	-0.50390403	Gene
ENSG00000118217	-0.3690613	Gene
ENSG00000066739	-0.344143378	Gene
ENSG00000144848	-0.611835699	Gene
ENSG00000057663	-0.642673259	Gene
ENSG00000198513	-0.631554789	Gene
ENSG00000119787	-0.440759587	Gene
ENSG00000166454	-0.534476227	Gene
ENSG00000133657	-0.378938146	Gene
ENSG00000143153	-0.816275219	Gene
ENSG00000070961	-0.905773825	Gene
ENSG00000058668	-0.399974395	Gene
ENSG00000017260	-0.374621062	Gene
ENSG00000152234	-0.521598818	Gene
ENSG00000165629	-0.740941256	Gene
ENSG00000124172	-0.74366427	Gene
ENSG00000154518	-0.498081067	Gene
ENSG00000173915	-1.308398685	Gene
ENSG00000167283	-0.680836392	Gene
ENSG00000156411	-0.417559685	Gene
ENSG00000116459	-0.76051806	Gene
ENSG00000167863	-0.828001845	Gene
ENSG00000182220	-0.655597059	Gene
ENSG00000114573	-0.579123999	Gene
ENSG00000147416	-0.454241925	Gene
ENSG00000155097	-0.842909328	Gene
ENSG00000100554	-0.865929086	Gene
ENSG00000131100	-0.903389024	Gene
ENSG00000047249	-0.699783387	Gene
ENSG00000124406	-0.461790464	Gene
ENSG00000132932	-0.413584765	Gene
ENSG00000123472	-0.386009643	Gene
ENSG00000175054	-0.433204183	Gene
ENSG00000088812	-0.335186711	Gene
ENSG00000107518	-0.423422694	Gene
ENSG00000085224	-0.638494866	Gene
ENSG00000130638	-0.514087532	Gene
ENSG00000148090	-0.409864739	Gene
ENSG00000127423	-0.868359162	Gene
ENSG00000105778	-0.407895899	Gene
ENSG00000163512	-0.660506701	Gene
ENSG00000155096	-0.535412879	Gene
ENSG00000169255	-0.617553396	Gene
ENSG00000172318	-0.44413684	Gene
ENSG00000162630	-0.826503732	Gene
ENSG00000170340	-0.892704859	Gene
ENSG00000118276	-0.64260444	Gene
ENSG00000156735	-0.819794948	Gene
ENSG00000119636	-0.480592325	Gene
ENSG00000179941	-0.526287737	Gene
ENSG00000181004	-0.690590283	Gene
ENSG00000138686	-0.742751949	Gene
ENSG00000116752	-1.073840212	Gene
ENSG00000060982	-0.66327063	Gene
ENSG00000114200	-0.598993021	Gene
ENSG00000029363	-0.599262605	Gene
ENSG00000173681	-0.483026786	Gene
ENSG00000176697	-1.458903	Gene
ENSG00000145734	-0.595035325	Gene
ENSG00000151917	-0.956067111	Gene
ENSG00000105829	-0.450701398	Gene
ENSG00000133169	-0.911514302	Gene
ENSG00000133134	-0.778787332	Gene
ENSG00000166681	-0.562490982	Gene
ENSG00000102409	-0.524312802	Gene
ENSG00000184515	-1.124160573	Gene
ENSG00000145692	-1.916744692	Gene
ENSG00000110330	-0.513943861	Gene
ENSG00000196072	-0.633323316	Gene
ENSG00000104164	-0.790155251	Gene
ENSG00000117475	-0.474009664	Gene
ENSG00000166780	-0.34663944	Gene
ENSG00000168283	-0.406236896	Gene
ENSG00000204217	-0.437685805	Gene
ENSG00000164603	-0.481793029	Gene
ENSG00000104765	-0.585285763	Gene
ENSG00000166275	-1.025071946	Gene
ENSG00000172331	-0.744953974	Gene
ENSG00000078725	-0.507204125	Gene
ENSG00000162670	-0.739186637	Gene
ENSG00000113460	-0.588446729	Gene
ENSG00000254999	-0.418660243	Gene
ENSG00000100916	-0.619044909	Gene
